Company,Job Title,Job Category,Job Location,Education,Discipline,Required Skills,Desired Skills,Years of Experience
Amazon,Software Development Manager,Software Engineering,US WA Seattle,BA;BS,Computer Science;Business,Java;C++;C#;HTML;CSS;JavaScript;AJAX;REST;HTML;CSS;Linux,Hypervisors;C;shell;Python;Ruby;CX design;Angularjs,5
Amazon,Web Development Engineer,Software Engineering,US WA Seattle,BA;BS,Computer Science;Business,Java;C++;C#;HTML;CSS;JavaScript;AJAX;REST;HTML;CSS;Linux,Hypervisors;C;shell;Python;Ruby;CX design;Angularjs,3
Amazon,Web Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,HTML;CSS;JavaScript;React JS;jQuery;REST;SOAP;HTTP;JSON;algorithms;data structures,Network Security;Cloud infrastructure;Serverless Infrastructure;AWS,4
Amazon,Software Development Engineer,Software Engineering,US MA North Reading,BS,Computer Science;Information Science,HTML;CSS;JavaScript;React JS;jQuery;REST;SOAP;HTTP;JSON;algorithms;data structures,Network Security;Cloud infrastructure;Serverless Infrastructure;AWS,3
Amazon,Senior Network Programmer Amazon Game Studios,Network Engineering,US CA San Diego,MS,Computer Science;Information Science;Game Design,object oriented design;algorithms;data structures;C#;C++;Java,game development;networking;communication skills;Agile;Scrum,7
Amazon,Software Development Engineer,Software Engineering,US CA Sunnyvale,MS;PhD,Computer Science;Information Science,Java;CDC;PBP;Android;Java;iOS;Web,Product Management;communication skills;problem solving,15
Amazon,Software Development Engineer AWS Serverless,Software Engineering,US WA Seattle,MS,Computer Science;Computer Engineering;Applied Mathematics;Information Science;Multimedia Studies,HTML;CSS;JavaScript;React;Angular;Ember;Backbone;Web Applications,mentorship;communication skills;problem solving,4
Amazon,Web Development Engineer II AMZ2363,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering;Applied Mathematics;Information Science;Multimedia Studies,HTML;CSS;JavaScript;Perl;Python;Java;React;Angular,Ember;Backbone;HTML;Web Applications,8
Amazon,Software Development Manager;International Expansion,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,5
Amazon,Software Development Engineer III AMZ2527,Software Engineering,US TX Austin,MS,Computer Science;Computer Engineering;Applied Mathematics;Information Science,Object Oriented Design;distributed programming;C#;C++;Java,management;communication skills;logistics,4
Amazon,Software Development Engineer II AMZ2366,Software Engineering,US CA Irvine,BS,Computer Science;Computer Engineering;Applied Mathematics;Information Science,distributed programming;C#;C++;Java,multitiered distributed software applications;Object Oriented Design,5
Amazon,Software Development Engineer II AMZ2311,Software Engineering,US CA Cupertino,MS,Computer Science;Computer Engineering;Applied Mathematics;Information Science,Object Oriented Design;distributed programming;C#;C++;Java,management;communication skills;logistics,4
Amazon,Software Development Engineer II AMZ2250,Software Engineering,US MA North Reading,BS,Computer Science;Computer Engineering;Applied Mathematics;Information Science,distributed programming;C#;C++;Java,multitiered distributed software applications;Object Oriented Design,5
Amazon,Software Development Engineer,Software Engineering,US MA North Reading,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,8
Amazon,Full Stack Engineer;Search Analytics Tools,Software Engineering,US CA Palo Alto,BS;MS,Computer Science;Engineering discipline,Python;Ruby;Nodejs;Go;Docker;NET;cloud technology,React;Angular;relational databases;machine learning,6
Amazon,Senior Software Development Manager;AWS,Software Engineering,US CA Cupertino,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,18
Amazon,Knowledge Engineer,Software Engineering,US CA Santa Barbara,BS,Engineering discipline,Java;Ruby;Python;C++;C#;Linux,project management;Business analytics;people management,8
Amazon,Software Development Engineer Amazon Alexa,Software Engineering,US CA Santa Barbara,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Software Development Engineer Amazon Alexa,Software Engineering,US CA Santa Barbara,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,7
Amazon,Software Development Engineer Cloud Services,Software Engineering,US CA Cupertino,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,10
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,8
Amazon,Software Development Engineer II,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Software Development Engineer II iOS,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,8
Amazon,SDE II;AWS PINPOINT,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,6
Amazon,Senior Software Development EngineerRobotics Management;Framework;and Services,Software Engineering,US MA North Reading,BS,Computer Science;Information Science;Electrical Engineering,Java;AWS;Persistent Storage,AWS;visualization frameworks;Big Data,5
Amazon,Software Development Engineer II AWS Mobile SDK,Software Engineering,US WA Seattle,BS ,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,9
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science;Electrical Engineering,Java;C;C++;C#,communication skills;problem solving,6
Amazon,Software Development Engineer,Software Engineering,US TX Austin,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Web Development Engineer;AWS Learning Platform,Software Engineering,US OR Portland,BS;MS;PhD,Computer Science;Information Science,distributed systems;data structures;OOP;Java;C++;Linux;HTTP;HTML;JS;CSS;AJAX,OOP;data structures;algorithm design;UI;databases;distributed systems,4
Amazon,Software Development Manager,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering ,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,12
Amazon,Software Development Engineer II Android,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,10
Amazon,Software Development Engineer;Alexa Experience and Devices,Software Engineering,US CA Sunnyvale,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,7
Amazon,Software Development Engineer;Amazon Alexa,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,6
Amazon,Software Development Engineer;Amazon Alexa,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,7
Amazon,Senior Development Manager Redshift Query Processing,IT and Data Management,US CA East Palo Alto,BS;MS;PhD,Computer Science;Information Science,people management;logistics,database;distributed systems;operating systems,18
Amazon,Software Development Manager;Finance Systems,Software Engineering,US NJ Newark,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,7
Amazon,Software Development Engineer Prime Photos Android & Fire TV,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,3
Amazon,Software Development Engineer;Alexa,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering;Applied Mathematics,SCRUM;Agile;Kanban;Linux;Unix;Testing,C;C++;Java;UNIX;LINUX;Perl;Databases,3
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,4
Amazon,Senior Software Development EngineerRobotic Management Visualization,Software Engineering,US MA North Reading,BS,Computer Science;Information Science;Electrical Engineering,Java;AWS;Persistent Storage,AWS;visualization frameworks;Big Data,5
Amazon,Software Development Engineer;Alexa Experience and Devices,Software Engineering,US CA Sunnyvale,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Software Development Engineer;Amazon Alexa,Software Engineering,US WA Seattle,BA;BS;MS,Computer Science;Information Science,Java;JavaScript;C;C++;Python;Linux;SQLite;OpenGL;Spring;Hibernate,REST,3
Amazon,Software Development Engineer;Amazon Alexa,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,3
Amazon,Senior Software Engineer AWS Tool Safety,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Senior Software Engineer;AWS Operational Readiness,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,8
Amazon,Software Development Engineer;Amazon Alexa,Software Engineering,US CA Sunnyvale,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,7
Amazon,Sr Machine Learning Scientist,Architecture,US MA Westborough,MS;PhD,Computer Science;Machine Learning;Operational Research;Statistics ,Machine learning;Python;C++;Java,machine learning;deep learning;information retrieval;C++;Java;Perl;Python,5
Amazon,Software Development Engineer;Ad Platform,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,5
Amazon,iOS Engineer,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,3
Amazon,Senior Software Development EngineerFire OS,Software Engineering,US TX Austin,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,6
Amazon,Senior Software Development Engineer,Software Engineering,US CA East Palo Alto,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,20
Amazon,Software Development Engineer Test;Robotics,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,7
Amazon,Sr SW Development Engineer in Test,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,10
Amazon,Software Development Engineer;Alexa Artificial Intelligence,Software Engineering,US CA Sunnyvale,MS;PhD,Electrical Engineering;Computer Sciences;Applied Mathematics,C;C++;Java;Perl;Python;Apache;Hadoop;OO design;data structures,cloud services;AI;ML;NLU;scientific thinking,7
Amazon,Software Development Engineer;Alexa Artificial Intelligence,Software Engineering,US CA Sunnyvale,MS;PhD,Electrical Engineering;Computer Sciences;Applied Mathematics,C;C++;Java;Perl;Python;Apache;Hadoop;OO design;data structures,cloud services;AI;ML;NLU;scientific thinking,9
Amazon,Software Development Engineer,Software Engineering,US VA Herndon,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,4
Amazon,Software Development Engineer in Test Alexa New initiative!,Software Engineering,US WA Bellevue,BS,Computer Science;Engineering discipline,Java;C;C++;Python;JavaScript;Linux;Spring;Jquery,cloud software systems;REST,7
Amazon,Software Development Manager,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,10
Amazon,Software Development Engineer Amazon Devices,Software Engineering,US MA Cambridge,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,3
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Software Development Engineer Issue Management,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,SDE II;AWS PINPOINT,Software Engineering,US WA Seattle,BS;MS;PhD,Computer Science;Information Science,distributed systems;data structures;OOP;Java;C++;Linux;HTTP;HTML;JS;CSS;AJAX,OOP;data structures;algorithm design;UI;databases;distributed systems,7
Amazon,Software Development Engineer in Test,Software Engineering,US CA East Palo Alto,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,System Development Engineer: AWS;EC2,Technical Infrastructure,US TX Austin,BS;MS,Computer Science;Engineering discipline;Information Science,Python;Perl;Java;C++;Linux,Active Directory;authentication;protocols,4
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,3
Amazon,Software Development Engineer Analytics,Software Engineering,US WA Seattle,BS;MS,Computer Science;Information Science,algorithms;data structures;object oriented design;Java;C;C++;C#;Ruby;Python;REST;Perl,Linux;architecture;mobile applications;logistics;communication skills;problem solving,6
Amazon,Senior Software Engineer Analytics,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,7
Amazon,Software Development Engineer Analytics,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,5
Amazon,Sr Software Engineer RDS Platform;Palo Alto,Software Engineering,US CA Palo Alto,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,7
Amazon,Sr Software Engineer RDS Platform;Palo Alto,Software Engineering,US CA Palo Alto,BS,Computer Science;Engineering discipline,C;Java;C++;C#;data structures;algorithms;operating systems;distributed systems;Database engines,Postgres;PostgreSQL;Oracle;SQL Server,7
Amazon,Software Development Engineer,Software Engineering,US CA Cupertino,MS,Computer Science;Operational Research;Applied Mathematics,distributed systems;web services;Data Analytics,security;networking;authorization,5
Amazon,Software Development Engineer,Software Engineering,US CA East Palo Alto,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,3
Amazon,Software development engineerInternationalization,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,3
Amazon,Software Development Engineer;AWS Lambda,Software Engineering,US WA Seattle,BS,Computer Science;Information Science,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;DynamoDB;Swift,cryptography;computer security;Distributed systems;Linux;Hardware Security Modules;communication skills,3
Amazon,Software Development Engineer,Software Engineering,US CA Palo Alto,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Engineer,Software Engineering,US CA San Francisco,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Data Engineer,Data Science,US CA San Francisco,BS,Computer Science;mathematics,HTML;CSS;JavaScript;React JS;jQuery;REST;SOAP;JSON,SQL;communication skills;problem solving,3
Amazon,Quality Assurance Engineer,Quality Assurance,US CA Sunnyvale,BS,Computer Science,Python;Java;C++;Linux;AWS,machine learning;deep learning;information retrieval;C++;Java;Perl;Python,3
Amazon,Software Development Engineer,Software Engineering,US Virtual,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,0
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Engineer Cambridge;MA Machine Learning and Speech Echo,Software Engineering,US MA Cambridge,BS;MS;PhD,Computer Science,OOPS;C++,Java;testing;AWS,5
Amazon,Software Engineer Kindle Reader Engineering,Software Engineering,US WA Seattle,MS,Computer Science,Oracle;Redshift;PostgreSQL;Python;Ruby;Java;Data Warehousing;ETL;Data Modeling,REST;SOAP;JSON;communication skills;problem solving,5
Amazon,Software Engineer Kindle Reader Engineering,Software Engineering,US WA Seattle,MS,Computer Science,Oracle;Redshift;PostgreSQL;Python;Ruby;Java;Data Warehousing;ETL;Data Modeling,REST;SOAP;JSON;communication skills;problem solving,5
Amazon,Software Development Engineer II,Software Engineering,US WA Seattle,BS,Computer Science;Electrical Engineering,Java;C#;web services;REST;web development;Data Analytics,APIs;networks;IoT;cloud systems;control systems;machine learning,3
Amazon,Software Development Engineer Big Data;Amazon Athena,Software Engineering,US WA Seattle,BS;MS,Computer Science,OOP;Java;C++;Perl;Web development;AJAX;JavaScript;HTML;CSS;SQLite;OpenGL;Spring;Hibernate,Hadoop;Pig;Spark;Cosmos;communication skills;problem solving,5
Amazon,Senior Software Developer,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,5
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,2
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,2
Amazon,Software Development Engineer Sponsored Products Advertisements,Data Science,US WA Seattle,BS;MS,Computer Science;Machine Learning;Data Science,Java;C++;Ruby;CSS;HTML;javascript;SQL;NoSQL;queuing;Perl,algorithms;complexity analysis;AWS;communication skills;logistics,3
Amazon,Senior Software Development Engineer Sponsored Products Advertisements,Data Science,US WA Seattle,BS;MS,Computer Science;Machine Learning;Data Science,Java;C++;Ruby;CSS;HTML;javascript;SQL;NoSQL;queuing;Perl,algorithms;complexity analysis;AWS;communication skills;logistics,6
Amazon,Software Development Engineer Amazon Prime & Delivery Experience,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,5
Amazon,Software Developer Manager,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,4
Amazon,Software Engineer Analytics,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Senior Software Development Engineer Platform Team,Software Engineering,US WA Seattle,BS;MS,Computer Science;Computer Engineering,Java;C++;C#;Scala;Haskell;Erlang;C;C++;C#;Java;Perl;Linux,Product Management;Sales;Marketing,7
Amazon,Senior Software Development Engineer,Software Engineering,US NY New York,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,1
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,2
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science;Computer Engineering,Java;Python;JavaScript;PHP;Python;C++;Ruby;distributed cloud;CSS;HTML;Data Structures;Object Oriented Design,AWS;Alexa Speechlets;CRM systems;Hadoop;j Query;logistics,2
Amazon,Software Development Manager AWS DynamoDB,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,0
Amazon,Software Development Engineer Real Time Amazon Music,Software Engineering,US CA San Francisco,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Manager;Mapping and Routing,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,5
Amazon,Software Development Engineer;AWS Serverless Apps,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Manager;AWS Lambda New Initiative,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,5
Amazon,Software Development Engineer Amazon Delivery Experience,Software Engineering,US WA Seattle,BS,Computer Science;Applied Mathematics,System Modeling;Java;C++;R;MATLAB;Python,virtualization;distributed systems;Embedded systems;Device Drivers;Firmware;Networking,4
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,5
Amazon,Software Development Engineer,Software Engineering,US CA Santa Cruz,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Engineer in Test;AWS Elastic Load Balancing,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,3
Amazon,Software Development Engineer AWS Elastic Load Balancing,Software Engineering,US WA Seattle,MS,Computer Science,Oracle;Redshift;PostgreSQL;Python;Ruby;Java;Data Warehousing;ETL;Data Modeling,REST;SOAP;JSON;communication skills;problem solving,5
Amazon,Software Development Engineer,Software Engineering,US WA Seattle,BS,Computer Science,Distributed Systems;Queuing Systems;C;C++;C#;Java;Agile;embedded systems,Object Oriented Design;distributed programming;Big Data;AWS;Nodejs,0
Amazon,Senior Software Engineer,Software Engineering,US WA Seattle,BS;MS,Computer Science,OOP;Java;C++;Perl;Web development;AJAX;JavaScript;HTML;CSS;SQLite;OpenGL;Spring;Hibernate,Hadoop;Pig;Spark;Cosmos;communication skills;problem solving,8
Amazon,Senior Software Developer Deep Learning Platform,Software Engineering,US CA East Palo Alto,BS,Computer Science;Computer Engineering;Digital Signal Processing;Applied Mathematics,Data Structures;OOP;Java;C++,UNIX;LINUX;Perl;SQL;communication skills,0
Amazon,Software Developer Deep Learning Platform Optimization,Data Science,US CA East Palo Alto,BS,Computer Science;Computer Engineering;Digital Signal Processing;Applied Mathematics,C;C++;Perl;Python,C;C++;Java;UNIX;LINUX;Perl;SQL,0
Amazon,Software Developer Deep Learning Platform Optimization,Data Science,US CA East Palo Alto,BS,Computer Science;Computer Engineering;Digital Signal Processing;Applied Mathematics,C;C++;Perl;Python,C;C++;Java;UNIX;LINUX;Perl;SQL,0
